"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL231204";"";"None";"519.55";"2";"6.04";"15h";"COc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2c1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"14.12";"0.26";"1.30";"8.28";"0";"CHEMBL887682";"Inhibition of erbB2 expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308860";"";"";""
"CHEMBL230786";"";"None";"549.63";"1";"4.87";"9d";"COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4cccc(C(=O)NC5CCC5)c4)c(C)c3)c2c1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"12.08";"0.22";"1.77";"5.80";"0";"CHEMBL887682";"Inhibition of erbB2 expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308860";"";"";""
"CHEMBL230892";"";"None";"509.57";"1";"3.95";"9g";"CNC(=O)c1ccc(Oc2ccc(Nc3ncnc4ccc(C#CCNC(=O)COC)cc34)cc2C)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL887681";"Inhibition of erbB2 in NH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NH3T3";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL230786";"";"None";"549.63";"1";"4.87";"9d";"COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4cccc(C(=O)NC5CCC5)c4)c(C)c3)c2c1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"12.36";"0.23";"1.93";"5.94";"0";"CHEMBL887681";"Inhibition of erbB2 in NH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NH3T3";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL553";"ERLOTINIB";"4.0";"393.44";"0";"3.41";"1, erlotinib";"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1";"IC50";"'='";"870.0";"nM";"6.06";"";"";"UO_0000065";"15.40";"0.29";"2.65";"8.11";"0";"CHEMBL976900";"Inhibition of Erbb2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149823";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"None";"";"";""
"CHEMBL93537";"";"None";"484.42";"0";"4.68";"16i";"O=C(/C=C/CN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"2808.0";"nM";"5.55";"";"";"UO_0000065";"11.46";"0.25";"0.87";"7.91";"0";"CHEMBL676070";"Inhibition of human epidermal growth factor receptor (HER-2) using enzyme assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134561";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL1173652";"";"None";"301.30";"0";"2.36";"3d";"Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1";"IC50";"'='";"10780.0";"nM";"4.97";"";"";"UO_0000065";"16.49";"0.31";"2.61";"5.69";"0";"CHEMBL1177208";"Inhibition of human recombinant His6x-tagged HER2 autophosphorylation expressed in Sf9 cells after 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177684";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308860";"";"";""
"CHEMBL91867";"";"None";"381.23";"0";"4.10";"1";"CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"378.0";"nM";"6.42";"";"";"UO_0000065";"16.85";"0.37";"2.32";"9.60";"0";"CHEMBL676070";"Inhibition of human epidermal growth factor receptor (HER-2) using enzyme assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134561";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL3647967";"";"None";"454.53";"0";"4.65";"BDBM97672";"C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1";"IC50";"'='";"1536.0";"nM";"5.81";"";"342627";"UO_0000065";"12.79";"0.23";"1.16";"5.39";"0";"CHEMBL3887534";"HotSpot kinase assay: IC50s were determined using the in vitro HotSpot kinase assay (purified enzymes, 33P-ATP, an appropriate substrate and 1 ¼M ATP.). For enzyme inhibition assays, compounds were tested in range of ten concentrations from 10 uM to 0.0005 uM using purified enzymes and the Hotspot kinase assay. Reaction conditions were 1 uM ATP, one hour incubation with inhibitor, and kinase activity detected using 33-ATP phosphorylation of an appropriately selected peptide substrate.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886356";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL257411";"";"None";"515.60";"1";"3.85";"22";"C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1";"IC50";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"14.29";"0.27";"3.52";"6.87";"0";"CHEMBL928909";"Inhibition of human erbB2 autophosphorylation in MCF7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308403";"";"";""
"CHEMBL257410";"";"None";"459.54";"0";"3.74";"21";"CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"14.41";"0.27";"2.88";"6.20";"0";"CHEMBL928909";"Inhibition of human erbB2 autophosphorylation in MCF7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308403";"";"";""
"CHEMBL257198";"";"None";"473.56";"0";"4.08";"20";"C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"16.09";"0.31";"3.54";"7.77";"0";"CHEMBL928909";"Inhibition of human erbB2 autophosphorylation in MCF7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308403";"";"";""
"CHEMBL256576";"";"None";"509.57";"1";"3.79";"7";"C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N1CCOCC1";"IC50";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"14.31";"0.26";"3.50";"6.80";"0";"CHEMBL928909";"Inhibition of human erbB2 autophosphorylation in MCF7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308403";"";"";""
"CHEMBL86717";"";"None";"296.33";"0";"3.32";"12";"COc1cc2ncc(-c3ccncc3)cc2c(OC)c1OC";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL823107";"Inhibition of erbB2 receptor (Not determined)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127615";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL238828";"";"None";"249.07";"0";"2.11";"3j";"N#Cc1n[nH]nc1-c1ccc(Br)cc1";"IC50";"'='";"7900.0";"nM";"5.10";"";"";"UO_0000065";"20.49";"0.50";"2.99";"7.81";"0";"CHEMBL885827";"Inhibition of HER2 tyrosine kinase phosphorylation in human MDA-MB-453 cells by Western blot assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-453";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139067";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307596";"";"";""
"CHEMBL396079";"";"None";"470.54";"0";"2.77";"33";"c1ccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)nc1";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"13.64";"0.25";"3.65";"6.21";"0";"CHEMBL903493";"Inhibition of human recombinant cytoplasmic HER2 kinase expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139130";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308860";"";"";""
"CHEMBL3344209";"";"None";"567.04";"2";"6.05";"2a";"CS(=O)(=O)CC(N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"IC50";"'='";"3.4";"nM";"8.47";"";"";"UO_0000065";"14.93";"0.30";"2.42";"7.04";"0";"CHEMBL3385739";"Inhibition of HER2 (unknown origin) assessed as reduction in autophosphorylation by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352165";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";""
"CHEMBL228926";"";"None";"484.60";"1";"5.71";"21c";"Cc1cc(Nc2ncnc3cnc(N(C)C)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1";"IC50";"'='";"48.0";"nM";"7.32";"";"";"UO_0000065";"15.10";"0.28";"1.61";"7.93";"0";"CHEMBL887682";"Inhibition of erbB2 expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308860";"";"";""
"CHEMBL230255";"";"None";"575.75";"2";"5.59";"15e";"Cc1cc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)ccc1OC1CCN(C(=O)CC(C)(C)C)CC1";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"12.97";"0.24";"1.88";"8.39";"0";"CHEMBL887681";"Inhibition of erbB2 in NH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NH3T3";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL389457";"";"None";"614.65";"2";"5.15";"8i";"COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2c1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"10.94";"0.20";"1.57";"5.71";"0";"CHEMBL887681";"Inhibition of erbB2 in NH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NH3T3";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL230575";"";"None";"557.70";"1";"4.60";"8f";"COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2c1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"13.98";"0.26";"3.20";"7.38";"0";"CHEMBL887681";"Inhibition of erbB2 in NH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NH3T3";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL3828269";"";"None";"353.79";"0";"4.57";"12c";"Cn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cn1";"IC50";"'='";"676.0";"nM";"6.17";"";"";"UO_0000065";"17.44";"0.34";"1.60";"11.09";"0";"CHEMBL3829380";"Inhibition of cytoplasmic His-tagged human ErbB2 expressed in baculovirus system by z-lyte assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826970";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";"";""
"CHEMBL316127";"";"None";"468.36";"0";"3.96";"16h";"O=C(/C=C/CN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"2776.0";"nM";"5.56";"";"";"UO_0000065";"11.86";"0.25";"1.60";"7.00";"0";"CHEMBL676070";"Inhibition of human epidermal growth factor receptor (HER-2) using enzyme assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134561";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL516487";"";"None";"384.82";"0";"3.82";"6";"COC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.19";"0.35";"3.18";"7.05";"0";"CHEMBL971643";"Inhibition of HER2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156722";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL3951620";"";"None";"473.58";"1";"5.63";"Table 4-B, 22";"C[C@@H](Nc1ncnc2[nH]c(-c3ccc(OCCCCCCC(=O)NO)cc3)cc12)c1ccccc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"14.78";"0.27";"1.37";"6.24";"0";"CHEMBL3881965";"Inhibition of N-terminal GST-tagged human HER2 (Lys676 to Val1255 residues) expressed in baculovirus expression system using biotinylated FLT3 at Tyr589 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3881527";"38";"Patent Bioactivity Data";"";"2008";"None";"";"";""
"CHEMBL103667";"DORAMAPIMOD";"2.0";"527.67";"2";"5.99";"45";"Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL692794";"Selectivity against HER2 kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135498";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
"CHEMBL553";"ERLOTINIB";"4.0";"393.44";"0";"3.41";"Erlotinib";"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1";"IC50";"'='";"64.0";"nM";"7.19";"";"";"UO_0000065";"18.28";"0.34";"3.78";"9.63";"0";"CHEMBL4433478";"Inhibition of human HER2 in human A549 cells by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4433204";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307651";"";"";""
"CHEMBL4593016";"";"None";"519.65";"2";"6.14";"18";"COc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2cc1NC(=O)C1CSSC1";"IC50";"'='";"590.0";"nM";"6.23";"";"";"UO_0000065";"11.99";"0.24";"0.09";"6.34";"0";"CHEMBL4388528";"Inhibition of probe binding to HER2 (unknown origin) using rabbit reticulate lysate system after 1 hr by luminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4387720";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";""
"CHEMBL160846";"";"None";"566.11";"2";"6.19";"5";"CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL650385";"Inhibition of erbB-2 overexpressing BT474 (Breast) tumor cell proliferation";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136583";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL1016";"CANDESARTAN";"3.0";"440.46";"0";"4.03";"CANDESARTAN";"CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1";"IC50";"'='";"5947.2";"nM";"5.23";"";"";"UO_0000065";"11.86";"0.22";"1.20";"4.40";"0";"CHEMBL1909205";"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL345109";"";"None";"497.40";"0";"3.70";"25";"CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"207.0";"nM";"6.68";"";"";"UO_0000065";"13.44";"0.29";"2.98";"6.73";"0";"CHEMBL676068";"Inhibition of heregulin-stimulated autophosphorylation of erbB2 in MDA-MB 453 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134843";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL3968968";"";"None";"492.58";"1";"5.21";"Table 4-B, 44";"C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CNCc4ccc(C(=O)NO)cc4)cc3)cc12)c1ccccc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"14.21";"0.26";"1.79";"6.09";"0";"CHEMBL3881965";"Inhibition of N-terminal GST-tagged human HER2 (Lys676 to Val1255 residues) expressed in baculovirus expression system using biotinylated FLT3 at Tyr589 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3881527";"38";"Patent Bioactivity Data";"";"2008";"None";"";"";""
"CHEMBL3956995";"";"None";"516.65";"2";"5.22";"Table 4-B, 60";"C[C@@H](Nc1ncnc2[nH]c(-c3ccc(OCCNCCCCCCC(=O)NO)cc3)cc12)c1ccccc1";"IC50";"'<='";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3881965";"Inhibition of N-terminal GST-tagged human HER2 (Lys676 to Val1255 residues) expressed in baculovirus expression system using biotinylated FLT3 at Tyr589 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3881527";"38";"Patent Bioactivity Data";"";"2008";"None";"";"";""
"CHEMBL545315";"CANERTINIB DIHYDROCHLORIDE";"3.0";"558.87";"0";"4.39";"9";"C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"15.84";"0.31";"3.31";"8.69";"0";"CHEMBL862513";"Inhibition of erbB2 fusion protein expressed in baculovirus by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138126";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL5186640";"";"None";"378.78";"1";"6.13";"Q7g";"FC(F)(F)c1ccc(/C=C/c2nc(CNc3ccc(Cl)cc3)co2)cc1";"IC50";"'='";"1290.0";"nM";"5.89";"";"";"UO_0000065";"15.55";"0.31";"-0.24";"15.47";"0";"CHEMBL5122916";"Inhibition of human HER2 incubated for 25 mins by ADP-Glo reagent based microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120832";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.4167 hr";"INHIBITOR";""
"CHEMBL5192580";"";"None";"462.45";"1";"7.67";"X8b";"Fc1ccccc1-c1ccc2c(ccn2Cc2coc(/C=C/c3ccc(C(F)(F)F)cc3)n2)c1";"IC50";"'='";"12140.0";"nM";"4.92";"";"";"UO_0000065";"10.63";"0.20";"-2.75";"15.88";"0";"CHEMBL5122916";"Inhibition of human HER2 incubated for 25 mins by ADP-Glo reagent based microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120832";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.4167 hr";"INHIBITOR";""
"CHEMBL5174439";"";"None";"523.35";"2";"8.30";"X8j";"FC(F)(F)c1ccc(/C=C/c2nc(Cn3ccc4cc(-c5ccc(Br)cc5)ccc43)co2)cc1";"IC50";"'='";"4860.0";"nM";"5.31";"";"";"UO_0000065";"10.15";"0.21";"-2.99";"17.16";"0";"CHEMBL5122916";"Inhibition of human HER2 incubated for 25 mins by ADP-Glo reagent based microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120832";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.4167 hr";"INHIBITOR";""
"CHEMBL3325473";"";"None";"467.49";"0";"2.63";"9e";"COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"12.24";"0.22";"3.09";"4.45";"0";"CHEMBL3375022";"Inhibition of histidine-tagged recombinant HER2 (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA/time-resolved fluorometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352252";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3308860";"";"";""
